0;3.260621242711253E-5
1;3.260621242711253E-5
2;3.260621242711253E-5
3;2.090799588213825E-5
4;2.300386714984713E-5
5;4.799259642923252E-5
6;3.894023393750439E-5
8;2.7472089678256924E-5
9;2.090799588213825E-5
10;2.7260738037808216E-5
11;2.090799588213825E-5
12;2.090799588213825E-5
13;2.090799588213825E-5
14;2.2230717011250844E-5
15;2.090799588213825E-5
16;2.090799588213825E-5
17;2.090799588213825E-5
18;4.26289272215693E-5
19;2.090799588213825E-5
20;2.090799588213825E-5
21;2.090799588213825E-5
22;2.090799588213825E-5
23;2.090799588213825E-5
24;2.090799588213825E-5
25;2.090799588213825E-5
26;2.090799588213825E-5
27;2.090799588213825E-5
28;2.090799588213825E-5
29;2.090799588213825E-5
30;2.090799588213825E-5
31;2.090799588213825E-5
32;2.090799588213825E-5
33;2.090799588213825E-5
34;2.090799588213825E-5
35;2.090799588213825E-5
36;2.090799588213825E-5
37;2.090799588213825E-5
38;2.090799588213825E-5
39;2.090799588213825E-5
40;2.090799588213825E-5
41;2.1622228236510997E-5
42;2.6854610634704467E-5
43;3.153140795159962E-5
44;2.090799588213825E-5
45;2.8679159100952513E-5
46;2.1882281715503242E-5
47;2.090799588213825E-5
48;3.5356132361756136E-5
49;3.627767941972514E-5
50;2.090799588213825E-5
51;5.4927814497029905E-5
52;2.5545148870040525E-5
53;3.1178452756998334E-5
54;2.090799588213825E-5
55;2.090799588213825E-5
56;2.8106688637935282E-5
57;3.7579025827556294E-5
58;2.2702501905941278E-5
59;2.090799588213825E-5
60;4.128197047340695E-5
61;2.125071503400747E-5
62;2.090799588213825E-5
63;3.8263820002869645E-5
64;2.5942952224154307E-5
65;2.66299213952049E-5
66;2.090799588213825E-5
67;2.117356596022415E-5
68;2.090799588213825E-5
69;2.090799588213825E-5
70;2.255917627285831E-5
71;2.090799588213825E-5
72;3.806556608563397E-5
73;8.428966113364133E-5
74;2.090799588213825E-5
75;2.255917627285831E-5
76;2.854824157520742E-5
77;3.525940811573949E-5
78;2.090799588213825E-5
79;2.090799588213825E-5
80;4.256677339903042E-5
81;2.8106688637935282E-5
82;2.8941056431086745E-5
83;2.090799588213825E-5
84;2.090799588213825E-5
85;2.090799588213825E-5
86;3.338937346048867E-5
87;2.8225402337229798E-5
88;5.1334890962535696E-5
89;5.982403484528645E-5
90;3.306079359863332E-5
91;5.546817023091616E-5
92;3.688062596069347E-5
93;3.6696167065830546E-5
94;4.696940615466905E-5
95;3.688062596069347E-5
96;3.8108086625762385E-5
97;3.755223351674944E-5
98;3.861619902205956E-5
99;4.955769299096338E-5
100;4.783385829065075E-5
101;4.526947020532522E-5
102;4.155355433986037E-5
103;4.056273694223924E-5
104;3.951774539615433E-5
105;5.5221953231591946E-5
106;7.845076170179258E-5
107;2.2079754223447982E-4
108;5.014219240881856E-5
109;5.332332905406978E-5
110;3.9715987295769724E-5
111;3.8802763556789226E-5
112;3.232485465231095E-5
113;3.423198113815593E-5
114;5.463006752680516E-5
115;3.232485465231095E-5
116;3.750130699739242E-5
117;3.232485465231095E-5
118;3.32631087956151E-5
119;3.311351262565583E-5
120;3.9002889977889816E-5
121;3.646140584089224E-5
122;3.7055821124899036E-5
123;4.6335278062985576E-5
124;3.834173784337651E-5
125;3.791711117021348E-5
126;3.473225911126783E-5
127;4.635183915137163E-5
128;3.3080049798045206E-5
129;3.322913870832931E-5
130;3.229183275549061E-5
131;4.332058689780716E-5
132;4.592548608290477E-5
133;3.864341882786538E-5
134;4.319550267112745E-5
135;3.229183275549061E-5
136;3.6111665117551794E-5
137;4.611873987965461E-5
138;4.280650005950033E-5
139;2.4264226914444666E-5
140;2.090799588213825E-5
141;2.090799588213825E-5
142;2.090799588213825E-5
143;2.090799588213825E-5
144;2.090799588213825E-5
145;2.090799588213825E-5
146;2.090799588213825E-5
147;4.830387345491327E-5
148;7.59138747914428E-5
149;4.6013420318434044E-5
150;4.134983612366448E-5
151;4.644263267163784E-5
152;4.9558449299414014E-5
153;4.672347713697812E-5
154;1.0002375145144701E-4
155;7.242763822297714E-5
156;2.298113550697591E-4
157;9.514834804423986E-5
158;8.736856898765794E-5
159;9.73362580170166E-5
160;6.082130182617677E-5
161;1.3481056302976912E-4
